ClassTissuePost,ClassTissuePre,ClassTissueFlair,ClassTumorPost,ClassTumorPre,ClassTumorFlair,ClassEdemaPost,ClassEdemaPre,ClassEdemaFlair
1.0332586765289307,1.1116961240768433,1.1379673480987549,1.9213193655014038,1.2077441215515137,1.5377641916275024,0.9865953922271729,1.111839771270752,1.4910178184509277
0.11985340714454651,0.8575779795646667,0.1222146525979042,1.7532365322113037,0.9719282388687134,1.2246029376983643,0.897915244102478,1.1115996837615967,1.7049410343170166
0.08616335690021515,1.0524016618728638,0.2524995803833008,1.4002184867858887,1.094762921333313,0.6803092360496521,0.9424547553062439,1.091668725013733,1.4499714374542236
0.2347143143415451,0.193387970328331,0.12369806319475174,1.556821346282959,1.0830475091934204,1.3516550064086914,0.9557192921638489,1.0478492975234985,1.7846990823745728
0.7699128985404968,0.9159777164459229,0.8012660145759583,1.881348729133606,1.7843915224075317,1.541874885559082,1.0706963539123535,1.0548417568206787,1.217083215713501
0.19233709573745728,0.13279563188552856,0.049557413905858994,1.3623515367507935,1.138872742652893,1.367382526397705,0.9426394701004028,1.1290767192840576,1.0367474555969238
0.8888477683067322,1.1244484186172485,0.8483299612998962,1.757851481437683,1.119639277458191,1.7825907468795776,0.8643472194671631,0.8152171969413757,1.139607548713684
1.0075111389160156,1.1283897161483765,1.026848316192627,1.8677369356155396,1.1435390710830688,1.3394521474838257,0.9093334674835205,1.0872042179107666,1.6489336490631104
1.2084299325942993,1.0798530578613281,0.38356339931488037,1.5154051780700684,1.3023916482925415,1.376352071762085,0.8522563576698303,0.9441294074058533,1.6825717687606812
0.8714793920516968,0.6976056098937988,0.5060094594955444,1.2964564561843872,1.1448936462402344,1.4848462343215942,1.1734651327133179,1.188177227973938,1.40114164352417
0.9739980101585388,1.1902835369110107,1.0224183797836304,1.966709852218628,1.0471675395965576,1.2995725870132446,0.9760074615478516,1.0420384407043457,1.5835638046264648
0.8437591195106506,0.86553955078125,0.6932706832885742,1.883009433746338,0.959314227104187,1.1405771970748901,1.1387364864349365,1.1635781526565552,1.3029109239578247
1.0578261613845825,1.1641875505447388,1.161450743675232,1.5825291872024536,1.1040914058685303,1.2294435501098633,0.8327459096908569,0.9143966436386108,1.6782431602478027
1.04087495803833,1.0893291234970093,1.1843490600585938,1.5393482446670532,1.8576217889785767,2.013371706008911,0.9060748815536499,1.021507978439331,1.7487461566925049
